incidente_id,tipo_registro_key,date_key,ubicacion_key,vehicle_type_key,person_key,route_key,accident_type_key,event_type_key,severity_key,positive_alcohol,positive_drug,cord_key
29368,1,20240806,2346,2.0,23.0,308.0,2.0,,4.0,N,N,10915.0
29369,1,20240806,11074,2.0,14.0,526.0,2.0,,4.0,N,S,10915.0
29370,1,20240807,3255,2.0,3.0,491.0,1.0,,4.0,N,S,10916.0
29371,1,20240807,17262,2.0,4.0,264.0,2.0,,4.0,N,N,10916.0
29372,1,20240807,4116,5.0,14.0,292.0,4.0,,4.0,N,N,10917.0
29373,1,20240807,9131,5.0,14.0,431.0,4.0,,4.0,N,N,10917.0
29374,1,20240807,11667,5.0,14.0,555.0,4.0,,4.0,N,N,10917.0
29375,1,20240807,1138,7.0,23.0,,4.0,,2.0,N,N,10917.0
29376,1,20240807,3710,7.0,14.0,9.0,11.0,,4.0,N,S,10917.0
29377,1,20240807,7864,2.0,14.0,606.0,4.0,,4.0,N,N,10917.0
29378,1,20240807,9839,12.0,4.0,372.0,0.0,,4.0,N,N,10918.0
29379,1,20240807,16306,2.0,14.0,374.0,2.0,,4.0,N,S,10918.0
29380,1,20240807,724,2.0,19.0,546.0,1.0,,2.0,N,N,10919.0
29381,1,20240807,1815,8.0,7.0,630.0,1.0,,2.0,N,S,10919.0
29382,1,20240807,14481,2.0,8.0,362.0,4.0,,4.0,N,N,10920.0
29383,1,20240807,592,2.0,19.0,259.0,1.0,,1.0,N,N,10921.0
29384,1,20240807,3909,2.0,18.0,264.0,4.0,,2.0,N,S,10921.0
29385,1,20240807,3022,4.0,8.0,270.0,2.0,,3.0,N,N,2762.0
29386,1,20240807,11834,2.0,6.0,176.0,0.0,,2.0,N,N,2762.0
29387,1,20240807,9948,3.0,3.0,,2.0,,8.0,N,N,10922.0
29388,1,20240807,9326,2.0,14.0,257.0,2.0,,4.0,N,N,10922.0
29389,1,20240807,12698,2.0,8.0,561.0,4.0,,2.0,N,N,10923.0
29390,1,20240807,937,2.0,1.0,625.0,1.0,,2.0,N,N,10924.0
29391,1,20240807,9386,2.0,6.0,87.0,5.0,,2.0,N,N,10924.0
29392,1,20240807,9795,2.0,58.0,115.0,1.0,,3.0,N,N,10924.0
29393,1,20240807,1506,2.0,14.0,594.0,2.0,,1.0,N,N,10925.0
29394,1,20240807,14438,2.0,14.0,259.0,8.0,,4.0,N,N,10925.0
29395,1,20240807,14969,2.0,3.0,206.0,10.0,,2.0,N,S,8111.0
29396,1,20240807,1888,2.0,1.0,635.0,1.0,,2.0,N,N,8111.0
29397,1,20240807,8971,2.0,63.0,21.0,1.0,,2.0,N,N,8111.0
29398,1,20240807,12886,2.0,46.0,146.0,3.0,,2.0,N,S,8111.0
29399,1,20240807,10426,2.0,98.0,525.0,11.0,,3.0,N,N,8111.0
29400,1,20240807,17068,2.0,4.0,15.0,10.0,,4.0,N,N,10926.0
29401,1,20240807,1754,1.0,23.0,485.0,1.0,,7.0,N,N,10927.0
29402,1,20240807,16505,2.0,17.0,374.0,1.0,,5.0,N,N,10927.0
29403,1,20240808,15770,2.0,7.0,0.0,0.0,,2.0,N,N,10928.0
29404,1,20240808,333,2.0,9.0,628.0,1.0,,3.0,N,N,10928.0
29405,1,20240808,3864,2.0,56.0,51.0,0.0,,4.0,N,N,10928.0
29406,1,20240808,1437,2.0,26.0,,2.0,,2.0,N,N,10929.0
29407,1,20240808,17176,2.0,6.0,612.0,2.0,,2.0,N,S,10929.0
29408,1,20240808,15844,4.0,30.0,500.0,3.0,,4.0,N,N,10930.0
29409,1,20240808,846,4.0,51.0,326.0,9.0,,4.0,N,N,10930.0
29410,1,20240808,3773,2.0,8.0,433.0,3.0,,1.0,N,N,10930.0
29411,1,20240808,1494,2.0,12.0,478.0,11.0,,4.0,N,S,10930.0
29412,1,20240808,8186,2.0,69.0,291.0,6.0,,4.0,N,N,10930.0
29413,1,20240808,10976,2.0,14.0,68.0,10.0,,4.0,N,S,10931.0
29414,1,20240808,6012,2.0,14.0,25.0,0.0,,4.0,N,S,10931.0
29415,1,20240808,4014,2.0,14.0,35.0,5.0,,4.0,N,N,10931.0
29416,1,20240808,10414,2.0,14.0,,10.0,,4.0,N,N,10931.0
29417,1,20240808,15199,2.0,21.0,463.0,9.0,,4.0,S,N,10932.0
29418,1,20240808,3691,2.0,51.0,1.0,5.0,,5.0,N,N,10932.0
29419,1,20240808,17,4.0,5.0,218.0,4.0,,1.0,N,N,10933.0
29420,1,20240807,4483,2.0,14.0,473.0,11.0,,4.0,N,S,10934.0
29421,1,20240807,15766,18.0,23.0,202.0,4.0,,8.0,N,N,10934.0
29422,1,20240808,12785,2.0,5.0,0.0,4.0,,4.0,N,N,10935.0
29423,1,20240808,15760,10.0,32.0,,2.0,,8.0,N,N,10936.0
29424,1,20240808,14512,2.0,1.0,30.0,1.0,,2.0,N,N,10936.0
29425,1,20240808,6428,2.0,8.0,1.0,4.0,,2.0,N,N,5148.0
29426,1,20240808,5556,2.0,6.0,59.0,2.0,,4.0,N,S,5148.0
29427,1,20240808,2248,2.0,48.0,550.0,2.0,,5.0,N,S,10937.0
29428,1,20240808,12456,2.0,22.0,265.0,10.0,,2.0,N,N,10937.0
29429,1,20240808,15054,2.0,10.0,403.0,4.0,,7.0,N,N,10937.0
29430,1,20240808,13424,7.0,3.0,,6.0,,5.0,N,N,10938.0
29431,1,20240808,12981,2.0,7.0,509.0,6.0,,6.0,N,N,10939.0
29432,1,20240808,4830,2.0,1.0,138.0,11.0,,4.0,N,N,10939.0
29433,1,20240808,12396,2.0,61.0,361.0,7.0,,4.0,N,N,10939.0
29434,1,20240808,11262,5.0,8.0,620.0,4.0,,5.0,N,N,10940.0
29435,1,20240808,12334,7.0,26.0,408.0,10.0,,3.0,N,N,10941.0
29436,1,20240808,11489,2.0,1.0,80.0,4.0,,2.0,N,N,10941.0
29437,1,20240808,9471,2.0,14.0,115.0,3.0,,4.0,N,N,10941.0
29438,1,20240808,11296,3.0,3.0,337.0,1.0,,7.0,N,N,10942.0
29439,1,20240807,15264,2.0,4.0,204.0,11.0,,4.0,S,S,10943.0
29440,1,20240808,3504,2.0,1.0,623.0,4.0,,2.0,N,N,10944.0
29441,1,20240808,7261,10.0,7.0,388.0,7.0,,4.0,N,S,10945.0
29442,1,20240808,5541,7.0,26.0,270.0,6.0,,4.0,N,N,10945.0
29443,1,20240807,11409,2.0,14.0,297.0,11.0,,4.0,N,N,10946.0
29444,1,20240807,2488,15.0,16.0,61.0,3.0,,7.0,N,N,10946.0
29445,1,20240808,1548,2.0,19.0,240.0,11.0,,4.0,N,N,10947.0
29446,1,20240808,2089,2.0,14.0,533.0,3.0,,4.0,N,S,10947.0
29447,1,20240808,8181,7.0,3.0,281.0,4.0,,2.0,N,N,5979.0
29448,1,20240808,14963,7.0,62.0,570.0,3.0,,2.0,N,S,5979.0
29449,1,20240808,14307,2.0,14.0,,4.0,,4.0,N,N,5979.0
29450,1,20240808,9907,4.0,4.0,221.0,0.0,,1.0,N,N,10948.0
29451,1,20240808,10638,2.0,14.0,256.0,4.0,,5.0,N,N,10948.0
29452,1,20240808,4751,7.0,23.0,334.0,5.0,,5.0,N,S,10949.0
29453,1,20240808,12881,2.0,7.0,538.0,3.0,,3.0,N,N,10949.0
29454,1,20240808,11711,2.0,9.0,152.0,5.0,,2.0,N,N,10949.0
29455,1,20240808,10490,2.0,66.0,555.0,11.0,,5.0,N,N,10949.0
29456,1,20240808,15112,2.0,21.0,477.0,1.0,,2.0,N,N,10950.0
29457,1,20240808,4954,2.0,21.0,,1.0,,2.0,N,N,10950.0
29458,1,20240808,8492,2.0,51.0,356.0,1.0,,4.0,N,N,10950.0
29459,1,20240808,13306,2.0,51.0,548.0,1.0,,4.0,N,S,10950.0
29460,1,20240808,6435,7.0,26.0,124.0,8.0,,2.0,N,N,1608.0
29461,1,20240808,8657,4.0,5.0,37.0,1.0,,3.0,N,S,1608.0
29462,1,20240808,9569,2.0,14.0,309.0,9.0,,4.0,N,N,10951.0
29463,1,20240808,634,2.0,14.0,332.0,5.0,,6.0,N,N,10951.0
29464,1,20240807,6146,2.0,2.0,643.0,10.0,,4.0,N,N,9354.0
29465,1,20240808,1027,8.0,8.0,363.0,7.0,,3.0,S,S,10952.0
29466,1,20240808,13715,7.0,26.0,282.0,2.0,,2.0,N,S,9072.0
29467,1,20240808,6541,7.0,15.0,405.0,2.0,,6.0,N,N,9072.0
29468,1,20240808,10753,2.0,32.0,143.0,4.0,,4.0,N,N,9072.0
29469,1,20240808,4288,2.0,62.0,589.0,2.0,,2.0,N,N,9072.0
29470,1,20240808,572,2.0,25.0,436.0,2.0,,2.0,N,N,9072.0
29471,1,20240808,3541,2.0,23.0,337.0,3.0,,2.0,N,N,10953.0
29472,1,20240808,2872,2.0,6.0,508.0,3.0,,3.0,N,S,10953.0
29473,1,20240808,7770,2.0,12.0,45.0,3.0,,2.0,N,S,10953.0
29474,1,20240808,10261,2.0,59.0,410.0,7.0,,2.0,N,N,10953.0
29475,1,20240808,17060,2.0,44.0,386.0,3.0,,2.0,N,N,10953.0
29476,1,20240808,16671,2.0,58.0,330.0,11.0,,2.0,N,N,10953.0
29477,1,20240808,13987,2.0,3.0,462.0,3.0,,2.0,N,S,10954.0
29478,1,20240808,14242,2.0,4.0,,3.0,,8.0,N,N,10954.0
29479,1,20240808,1246,2.0,33.0,332.0,0.0,,2.0,N,N,10954.0
29480,1,20240808,1412,2.0,10.0,,3.0,,8.0,N,N,10954.0
29481,1,20240808,9382,2.0,10.0,475.0,6.0,,2.0,N,S,10954.0
29482,1,20240808,8264,2.0,10.0,236.0,0.0,,2.0,N,N,10954.0
29483,1,20240808,616,2.0,46.0,200.0,3.0,,2.0,N,N,10954.0
29484,1,20240807,16843,2.0,3.0,388.0,1.0,,4.0,N,N,10955.0
29485,1,20240808,2951,7.0,14.0,104.0,1.0,,4.0,,S,10956.0
29486,1,20240808,5969,2.0,17.0,53.0,7.0,,4.0,N,S,10956.0
29487,1,20240808,14552,2.0,14.0,231.0,6.0,,4.0,N,S,7115.0
29488,1,20240808,2472,2.0,39.0,244.0,2.0,,2.0,N,N,7115.0
29489,1,20240808,6068,8.0,80.0,,11.0,,3.0,N,N,10957.0
29490,1,20240808,9381,8.0,4.0,587.0,2.0,,2.0,S,N,10957.0
29491,1,20240809,8148,8.0,1.0,266.0,7.0,,2.0,N,N,10958.0
29492,1,20240805,13233,2.0,14.0,385.0,3.0,,7.0,N,N,10959.0
29493,1,20240808,4372,7.0,26.0,,2.0,,4.0,N,N,7348.0
29494,1,20240808,13625,2.0,26.0,277.0,3.0,,1.0,N,S,7348.0
29495,1,20240809,14552,2.0,17.0,636.0,9.0,,4.0,N,N,10571.0
29496,1,20240809,4854,7.0,3.0,362.0,3.0,,5.0,N,N,10960.0
29497,1,20240809,14977,2.0,26.0,156.0,8.0,,2.0,N,S,10960.0
29498,1,20240809,6563,2.0,36.0,,4.0,,3.0,N,N,10961.0
29499,1,20240809,1010,8.0,5.0,148.0,7.0,,5.0,N,N,10961.0
29500,1,20240809,1956,3.0,3.0,252.0,1.0,,8.0,N,N,10962.0
29501,1,20240809,11925,2.0,48.0,,8.0,,4.0,N,S,10962.0
29502,1,20240809,12103,2.0,6.0,349.0,0.0,,4.0,N,N,10963.0
29503,1,20240809,4259,2.0,14.0,246.0,4.0,,4.0,N,N,10964.0
29504,1,20240809,15563,2.0,14.0,322.0,4.0,,4.0,N,N,10964.0
29505,1,20240809,12888,2.0,14.0,338.0,0.0,,4.0,N,N,10964.0
29506,1,20240809,1171,2.0,26.0,185.0,0.0,,4.0,N,N,10965.0
29507,1,20240809,16535,2.0,5.0,346.0,8.0,,5.0,N,N,10965.0
29508,1,20240809,8532,2.0,5.0,40.0,9.0,,4.0,N,S,10966.0
29509,1,20240706,13279,3.0,8.0,109.0,8.0,,2.0,N,N,10967.0
29510,1,20240809,7782,4.0,3.0,234.0,2.0,,5.0,N,S,10968.0
29511,1,20240809,2936,2.0,26.0,311.0,1.0,,2.0,S,S,10968.0
29512,1,20240809,16946,2.0,23.0,418.0,10.0,,2.0,N,S,10969.0
29513,1,20240809,7112,2.0,99.0,46.0,7.0,,3.0,N,N,10969.0
29514,1,20240809,17208,1.0,3.0,456.0,3.0,,1.0,N,N,10970.0
29515,1,20240809,10070,1.0,10.0,485.0,9.0,,6.0,N,N,10970.0
29516,1,20240809,10933,2.0,19.0,163.0,5.0,,2.0,N,S,10970.0
29517,1,20240809,737,2.0,12.0,161.0,5.0,,6.0,N,N,10970.0
29518,1,20240808,8330,6.0,3.0,542.0,9.0,,5.0,N,N,10971.0
29519,1,20240808,6110,2.0,14.0,100.0,11.0,,4.0,N,S,10971.0
29520,1,20240809,7031,2.0,18.0,589.0,2.0,,4.0,N,S,10972.0
29521,1,20240809,9910,2.0,1.0,477.0,0.0,,4.0,N,N,10972.0
29522,1,20240809,4764,2.0,5.0,141.0,10.0,,4.0,N,N,10973.0
29523,1,20240809,3270,8.0,19.0,317.0,7.0,,4.0,N,N,10973.0
29524,1,20240809,5856,1.0,4.0,627.0,1.0,,6.0,N,N,10974.0
29525,1,20240809,8378,2.0,17.0,178.0,2.0,,1.0,N,N,10974.0
29526,1,20240809,10566,2.0,48.0,96.0,7.0,,2.0,N,N,10975.0
29527,1,20240809,4042,2.0,53.0,275.0,7.0,,3.0,N,N,10975.0
29528,1,20240809,1385,7.0,26.0,591.0,1.0,,2.0,N,N,10976.0
29529,1,20240809,15609,4.0,30.0,285.0,8.0,,2.0,N,S,10976.0
29530,1,20240809,8488,4.0,6.0,465.0,7.0,,5.0,N,S,10977.0
29531,1,20240809,3088,2.0,3.0,225.0,9.0,,2.0,N,N,10977.0
29532,1,20240809,12062,2.0,23.0,329.0,4.0,,2.0,N,S,10977.0
29533,1,20240809,15148,2.0,28.0,359.0,2.0,,2.0,N,N,10977.0
29534,1,20240809,954,2.0,33.0,598.0,3.0,,2.0,N,N,10977.0
29535,1,20240809,4557,2.0,10.0,392.0,10.0,,7.0,N,S,10977.0
29536,1,20240809,15482,2.0,13.0,44.0,7.0,,2.0,N,N,10977.0
29537,1,20240809,1983,2.0,47.0,624.0,3.0,,6.0,N,N,10977.0
29538,1,20240809,6458,2.0,36.0,626.0,8.0,,7.0,N,N,10978.0
29539,1,20240809,3782,2.0,23.0,591.0,2.0,,3.0,N,N,10978.0
29540,1,20240809,13147,2.0,8.0,589.0,3.0,,2.0,N,N,10979.0
29541,1,20240809,12378,2.0,40.0,20.0,5.0,,7.0,N,N,10979.0
29542,1,20240809,8787,2.0,13.0,439.0,8.0,,2.0,N,N,10979.0
29543,1,20240809,10847,2.0,17.0,513.0,9.0,,3.0,N,S,10980.0
29544,1,20240809,16691,2.0,14.0,597.0,5.0,,4.0,N,N,10980.0
29545,1,20240809,1659,5.0,14.0,191.0,10.0,,4.0,N,N,10981.0
29546,1,20240809,508,2.0,14.0,302.0,1.0,,4.0,N,N,10981.0
29547,1,20240809,16334,12.0,39.0,240.0,0.0,,2.0,N,N,10982.0
29548,1,20240809,12205,12.0,55.0,359.0,7.0,,2.0,N,N,10982.0
29549,1,20240809,17250,2.0,3.0,514.0,6.0,,3.0,N,N,10982.0
29550,1,20240809,10973,2.0,57.0,414.0,6.0,,3.0,N,S,10982.0
29551,1,20240809,4020,4.0,4.0,196.0,11.0,,2.0,N,N,10983.0
29552,1,20240809,7499,4.0,12.0,153.0,2.0,,2.0,N,S,10983.0
29553,1,20240809,15884,2.0,2.0,187.0,2.0,,2.0,S,N,10983.0
29554,1,20240809,11796,2.0,58.0,162.0,2.0,,4.0,N,N,10983.0
29555,1,20240809,11205,2.0,8.0,37.0,4.0,,1.0,N,N,10984.0
29556,1,20240809,15318,2.0,4.0,600.0,1.0,,2.0,N,S,10984.0
29557,1,20240809,3422,2.0,44.0,122.0,2.0,,5.0,N,S,10984.0
29558,1,20240809,3737,2.0,7.0,338.0,0.0,,2.0,N,N,10985.0
29559,1,20240809,11332,2.0,32.0,228.0,3.0,,2.0,N,N,10985.0
29560,1,20240809,5771,7.0,14.0,48.0,1.0,,4.0,N,N,10986.0
29561,1,20240809,6177,2.0,36.0,62.0,1.0,,4.0,N,S,10986.0
29562,1,20240809,14698,2.0,4.0,461.0,1.0,,4.0,N,N,10986.0
29563,1,20240809,7250,2.0,14.0,88.0,9.0,,4.0,N,S,10986.0
29564,1,20240809,2151,2.0,14.0,142.0,7.0,,4.0,N,N,10986.0
29565,1,20240809,7621,2.0,14.0,453.0,1.0,,4.0,N,N,10986.0
29566,1,20240809,16835,2.0,14.0,,5.0,,1.0,N,S,10986.0
29567,1,20240809,16717,2.0,7.0,127.0,3.0,,2.0,N,N,10987.0
29568,1,20240809,5981,2.0,38.0,154.0,7.0,,2.0,N,N,10987.0
29569,1,20240809,14314,17.0,26.0,,6.0,,9.0,N,N,7045.0
29570,1,20240809,11339,17.0,54.0,470.0,9.0,,2.0,N,N,7045.0
29571,1,20240809,15317,6.0,8.0,242.0,7.0,,2.0,N,S,10988.0
29572,1,20240809,11485,2.0,4.0,640.0,4.0,,2.0,N,S,10988.0
29573,1,20240809,7431,5.0,26.0,524.0,4.0,,4.0,N,N,10989.0
29574,1,20240809,6981,5.0,15.0,289.0,10.0,,4.0,N,N,10989.0
29575,1,20240809,291,1.0,4.0,547.0,6.0,,4.0,N,N,10989.0
29576,1,20240809,917,5.0,26.0,260.0,4.0,,4.0,N,N,10990.0
29577,1,20240809,1374,2.0,19.0,151.0,4.0,,2.0,N,S,10990.0
29578,1,20240809,16890,2.0,14.0,362.0,10.0,,4.0,N,N,10991.0
29579,1,20240809,896,2.0,14.0,91.0,4.0,,6.0,N,S,10991.0
29580,1,20240809,7421,2.0,23.0,382.0,1.0,,2.0,S,S,10992.0
29581,1,20240809,4676,2.0,26.0,420.0,1.0,,2.0,N,N,10992.0
29582,1,20240809,3003,9.0,26.0,348.0,7.0,,4.0,N,S,5657.0
29583,1,20240809,1344,2.0,23.0,337.0,11.0,,2.0,N,S,5657.0
29584,1,20240809,1396,2.0,44.0,269.0,10.0,,2.0,N,N,5657.0
29585,1,20240810,9607,2.0,21.0,,4.0,,4.0,N,N,10993.0
29586,1,20240810,5351,2.0,4.0,,2.0,,1.0,N,S,10993.0
29587,1,20240810,12189,2.0,14.0,641.0,2.0,,4.0,N,N,10993.0
29588,1,20240809,16329,4.0,3.0,608.0,8.0,,3.0,N,S,10994.0
29589,1,20240810,4077,2.0,21.0,,6.0,,4.0,N,N,837.0
29590,1,20240810,4257,2.0,51.0,20.0,4.0,,1.0,N,N,837.0
29591,1,20240810,13829,2.0,51.0,398.0,4.0,,4.0,N,S,837.0
29592,1,20240810,10339,2.0,51.0,178.0,11.0,,4.0,N,N,837.0
29593,1,20240810,10484,2.0,4.0,269.0,4.0,,4.0,N,N,10995.0
29594,1,20240810,8328,2.0,14.0,634.0,9.0,,4.0,N,S,10995.0
29595,1,20240810,8641,2.0,8.0,565.0,11.0,,4.0,N,S,10996.0
29596,1,20240810,1432,2.0,4.0,327.0,8.0,,4.0,N,N,10996.0
29597,1,20240810,55,15.0,7.0,245.0,5.0,,1.0,S,N,10997.0
29598,1,20240810,11390,2.0,23.0,451.0,4.0,,8.0,N,S,10998.0
29599,1,20240810,1312,8.0,22.0,62.0,8.0,,7.0,N,N,9836.0
29600,1,20240810,12040,2.0,22.0,67.0,1.0,,4.0,N,S,9447.0
29601,1,20240810,1843,2.0,1.0,,11.0,,4.0,N,N,9447.0
29602,1,20240810,1522,7.0,5.0,505.0,0.0,,2.0,N,N,10999.0
29603,1,20240810,12880,7.0,97.0,56.0,7.0,,6.0,N,N,10999.0
29604,1,20240810,137,9.0,4.0,,6.0,,2.0,N,N,2007.0
29605,1,20240810,2232,9.0,51.0,144.0,3.0,,2.0,N,S,2007.0
29606,1,20240810,2159,9.0,9.0,166.0,3.0,,2.0,N,N,2007.0
29607,1,20240810,2892,9.0,56.0,106.0,2.0,,2.0,N,N,2007.0
29608,1,20240810,2100,9.0,10.0,61.0,2.0,,2.0,N,N,2007.0
29609,1,20240810,13768,9.0,25.0,319.0,3.0,,2.0,N,S,2007.0
29610,1,20240810,2901,9.0,55.0,456.0,6.0,,2.0,N,N,2007.0
29611,1,20240810,4611,9.0,55.0,378.0,3.0,,1.0,N,N,2007.0
29612,1,20240810,5769,9.0,98.0,410.0,3.0,,2.0,N,N,2007.0
29613,1,20240810,592,9.0,98.0,636.0,7.0,,2.0,N,N,2007.0
29614,1,20240810,1938,9.0,78.0,300.0,9.0,,2.0,N,N,2007.0
29615,1,20240810,7828,2.0,26.0,377.0,0.0,,2.0,N,N,2007.0
29616,1,20240810,726,2.0,54.0,453.0,11.0,,2.0,N,N,2007.0
29617,1,20240810,7626,2.0,47.0,286.0,8.0,,3.0,N,S,2007.0
29618,1,20240810,13317,2.0,1.0,618.0,7.0,,2.0,N,N,11000.0
29619,1,20240810,5589,2.0,60.0,341.0,8.0,,6.0,N,N,11000.0
29620,1,20240810,12422,2.0,22.0,223.0,6.0,,6.0,N,N,11001.0
29621,1,20240810,8661,2.0,23.0,324.0,1.0,,2.0,N,S,11001.0
29622,1,20240810,9147,6.0,1.0,576.0,5.0,,2.0,N,N,11002.0
29623,1,20240810,248,1.0,23.0,504.0,3.0,,6.0,N,S,11002.0
29624,1,20240729,11357,12.0,14.0,385.0,4.0,,4.0,N,S,11003.0
29625,1,20240729,7811,2.0,14.0,53.0,10.0,,4.0,N,N,11003.0
29626,1,20240810,183,7.0,21.0,444.0,2.0,,9.0,N,N,11004.0
29627,1,20240810,15750,7.0,7.0,103.0,9.0,,4.0,N,N,11004.0
29628,1,20240810,8925,7.0,59.0,5.0,3.0,,5.0,N,S,11004.0
29629,1,20240810,4018,5.0,28.0,502.0,10.0,,2.0,N,N,11005.0
29630,1,20240810,10773,5.0,62.0,397.0,8.0,,2.0,N,N,11005.0
29631,1,20240810,13309,2.0,8.0,479.0,8.0,,2.0,N,N,11005.0
29632,1,20240810,11054,2.0,33.0,422.0,10.0,,4.0,N,S,11005.0
29633,1,20240810,15248,2.0,33.0,272.0,3.0,,4.0,N,S,11005.0
29634,1,20240810,3610,3.0,30.0,141.0,2.0,,5.0,N,S,11006.0
29635,1,20240810,13227,2.0,4.0,640.0,3.0,,3.0,N,N,11007.0
29636,1,20240810,14240,7.0,36.0,357.0,8.0,,4.0,N,N,11008.0
29637,1,20240810,2188,2.0,23.0,233.0,1.0,,4.0,N,N,11008.0
29638,1,20240810,16081,3.0,8.0,511.0,2.0,,4.0,N,N,11009.0
29639,1,20240810,8443,3.0,34.0,270.0,7.0,,2.0,N,N,11009.0
29640,1,20240810,443,7.0,1.0,16.0,1.0,,2.0,N,N,1948.0
29641,1,20240810,15770,2.0,23.0,281.0,1.0,,2.0,S,S,1948.0
29642,1,20240810,3402,2.0,7.0,176.0,9.0,,3.0,N,S,11010.0
29643,1,20240810,7882,2.0,5.0,339.0,4.0,,1.0,N,N,11010.0
29644,1,20240810,14803,2.0,54.0,24.0,7.0,,5.0,N,N,11010.0
29645,1,20240810,4123,2.0,78.0,359.0,2.0,,8.0,N,S,11010.0
29646,1,20240810,3515,4.0,81.0,170.0,1.0,,7.0,N,N,11011.0
29647,1,20240810,9043,2.0,1.0,96.0,4.0,,2.0,N,N,11011.0
29648,1,20240810,3956,5.0,4.0,,6.0,,2.0,N,N,11012.0
29649,1,20240810,7809,5.0,51.0,8.0,2.0,,2.0,N,S,11012.0
29650,1,20240810,9702,2.0,7.0,443.0,3.0,,2.0,N,S,11012.0
29651,1,20240810,7847,2.0,13.0,142.0,2.0,,2.0,N,S,11012.0
29652,1,20240810,9649,7.0,5.0,601.0,1.0,,2.0,N,N,11013.0
29653,1,20240810,3033,7.0,62.0,469.0,8.0,,7.0,N,N,11013.0
29654,1,20240810,7429,4.0,3.0,247.0,1.0,,1.0,N,N,11013.0
29655,1,20240810,949,5.0,4.0,145.0,7.0,,2.0,N,N,11014.0
29656,1,20240810,16282,2.0,48.0,228.0,7.0,,2.0,N,S,11014.0
29657,1,20240810,2992,2.0,92.0,568.0,6.0,,3.0,N,S,11014.0
29658,1,20240810,4247,2.0,79.0,140.0,1.0,,3.0,N,N,11014.0
29659,1,20240810,963,2.0,84.0,173.0,7.0,,6.0,N,S,11014.0
29660,1,20240810,9987,7.0,7.0,,1.0,,1.0,N,S,11015.0
29661,1,20240810,15715,2.0,3.0,524.0,5.0,,2.0,N,N,11015.0
29662,1,20240810,16965,2.0,3.0,201.0,9.0,,4.0,N,N,11016.0
29663,1,20240810,12146,2.0,56.0,559.0,0.0,,4.0,N,N,11016.0
29664,1,20240810,1250,2.0,33.0,280.0,8.0,,4.0,N,N,11016.0
29665,1,20240810,16261,2.0,59.0,133.0,9.0,,9.0,N,N,11016.0
29666,1,20240810,6110,2.0,59.0,63.0,4.0,,4.0,N,N,11016.0
29667,1,20240810,1528,4.0,21.0,,1.0,,3.0,N,N,9825.0
29668,1,20240810,4207,2.0,22.0,473.0,11.0,,3.0,N,S,11017.0
29669,1,20240810,9562,2.0,5.0,621.0,9.0,,2.0,S,N,11017.0
29670,1,20240810,5821,2.0,14.0,262.0,4.0,,4.0,N,N,11017.0
29671,1,20240810,2753,2.0,5.0,34.0,1.0,,2.0,N,N,11018.0
29672,1,20240810,9089,2.0,35.0,346.0,7.0,,3.0,N,N,11018.0
29673,1,20240810,6362,2.0,48.0,229.0,8.0,,4.0,N,S,11019.0
29674,1,20240810,2007,2.0,14.0,1.0,1.0,,4.0,N,S,11019.0
29675,1,20240810,8947,4.0,7.0,62.0,10.0,,3.0,N,N,11020.0
29676,1,20240810,8155,2.0,23.0,398.0,3.0,,2.0,N,S,11020.0
29677,1,20240810,803,2.0,7.0,181.0,2.0,,2.0,N,N,1400.0
29678,1,20240810,10480,2.0,14.0,334.0,1.0,,4.0,N,N,1400.0
29679,1,20240810,9197,2.0,9.0,188.0,3.0,,5.0,N,N,1400.0
29680,1,20240810,4286,2.0,15.0,562.0,5.0,,2.0,N,S,1400.0
29681,1,20240810,7184,7.0,14.0,128.0,1.0,,4.0,N,N,11021.0
29682,1,20240810,4793,2.0,14.0,,0.0,,4.0,N,N,11021.0
29683,1,20240810,5726,2.0,14.0,486.0,5.0,,5.0,N,N,11021.0
29684,1,20240810,1837,2.0,36.0,351.0,0.0,,4.0,S,N,11022.0
29685,1,20240810,3465,2.0,14.0,171.0,1.0,,3.0,N,N,11022.0
29686,1,20240810,7047,2.0,14.0,129.0,1.0,,4.0,N,N,11022.0
29687,1,20240810,4356,2.0,23.0,29.0,6.0,,2.0,N,S,11023.0
29688,1,20240810,9675,8.0,19.0,550.0,5.0,,5.0,N,S,11023.0
29689,1,20240811,14281,2.0,26.0,584.0,1.0,,4.0,N,N,11024.0
29690,1,20240811,16345,2.0,14.0,413.0,3.0,,4.0,N,N,11024.0
29691,1,20240811,4201,2.0,4.0,485.0,1.0,,4.0,S,N,11025.0
29692,1,20240811,8704,2.0,17.0,29.0,3.0,,4.0,N,N,11025.0
29693,1,20240811,13886,2.0,25.0,149.0,11.0,,4.0,N,S,11025.0
29694,1,20240811,634,7.0,7.0,570.0,5.0,,2.0,S,S,11026.0
29695,1,20240811,2757,7.0,62.0,209.0,10.0,,2.0,N,N,11026.0
29696,1,20240811,15648,2.0,3.0,,5.0,,2.0,N,N,11026.0
29697,1,20240811,16627,2.0,8.0,14.0,2.0,,2.0,N,N,11026.0
29698,1,20240811,2837,2.0,56.0,145.0,5.0,,2.0,N,S,11026.0
29699,1,20240811,7887,2.0,57.0,43.0,5.0,,8.0,N,S,11026.0
29700,1,20240811,11862,2.0,33.0,346.0,7.0,,2.0,N,N,11026.0
29701,1,20240811,9224,2.0,21.0,448.0,4.0,,1.0,N,S,5202.0
